"data","n","p","method","seconds","lambda0","num_nonzeros","which_nonzeros","nll_train","nll_test","auc_train","auc_test","brier_train","brier_test","med_abs","max_abs"
"sim_1000_100_0.5_1_9_data.csv",1000,100,"FasterRisk-CV",118.711422920227,60,60,"1_2_4_5_7_8_9_11_13_14_15_16_17_18_20_21_22_23_25_27_28_31_33_34_36_37_38_39_41_42_43_44_46_47_48_49_51_52_53_57_58_59_63_66_67_68_70_76_77_79_82_83_87_90_93_95_96_97_98_99",546.666178741049,639.748987193177,0.790877886415644,0.718183490935855,0.185972847118514,0.220152059456383,2,9
"sim_1000_100_0.5_2_1_data.csv",1000,100,"FasterRisk-CV",120.092880964279,60,60,"1_2_5_6_7_8_10_11_12_13_14_15_16_17_19_21_23_24_26_27_29_30_31_32_33_34_35_36_38_39_40_41_42_43_44_45_46_47_49_50_57_58_65_71_72_73_75_76_79_80_82_83_89_90_92_93_94_95_96_98",480.021429266833,658.699998507496,0.849159539368313,0.724398705180478,0.158121888552828,0.223864768827999,2,10
"sim_1000_100_0.5_2_10_data.csv",1000,100,"FasterRisk-CV",91.1914880275726,50,50,"2_3_5_6_7_8_9_11_16_17_18_19_20_21_22_23_24_25_27_28_29_30_33_35_36_38_39_40_41_44_45_48_49_51_52_56_70_71_73_78_79_81_84_86_91_94_95_97_98_100",517.070519328234,573.744574065174,0.81981819710124,0.772700345433513,0.172950499062571,0.196320529855298,0.5,10
"sim_1000_100_0.5_2_2_data.csv",1000,100,"FasterRisk-CV",184.950474977493,85,85,"1_2_3_4_6_7_8_9_10_11_12_14_15_16_17_18_19_20_22_23_24_25_26_27_28_29_30_31_32_33_34_35_36_37_39_40_41_42_43_44_45_46_47_49_50_51_52_53_54_56_57_59_60_61_62_64_66_68_69_70_72_74_75_77_78_79_80_81_82_84_85_86_87_88_89_90_91_92_93_94_95_97_98_99_100",484.168533598812,692.741894887324,0.845966269459927,0.710666120139525,0.160019868456208,0.233413692233055,2,10
"sim_1000_100_0.5_2_3_data.csv",1000,100,"FasterRisk-CV",8.62072801589966,15,15,"2_3_7_8_9_11_12_19_22_24_25_30_33_34_49",549.573656399818,578.317104824007,0.792969672705435,0.767466515178186,0.185454683553881,0.19755374245397,0,7
"sim_1000_100_0.5_2_4_data.csv",1000,100,"FasterRisk-CV",45.9686200618744,35,35,"2_4_5_7_9_10_12_14_15_16_17_18_22_23_26_28_31_32_33_34_35_37_38_42_43_45_47_48_49_50_57_62_84_88_96",534.040356676568,654.786535146388,0.811767249663656,0.701612128586066,0.177128368984621,0.227599246491873,0,10
"sim_1000_100_0.5_2_5_data.csv",1000,100,"FasterRisk-CV",15.6864418983459,20,20,"1_3_7_9_10_13_14_15_17_19_28_30_35_36_43_45_46_47_48_50",534.768266767372,620.283710992506,0.806544617847139,0.73096,0.179328997661018,0.214824849032284,0,10
"sim_1000_100_0.5_2_6_data.csv",1000,100,"FasterRisk-CV",193.722660064697,95,81,"1_2_4_5_6_7_8_9_10_11_12_13_14_15_16_18_19_20_21_22_24_25_26_27_28_29_31_32_34_35_36_37_39_40_41_42_43_44_45_46_47_48_49_50_53_55_56_59_60_61_63_64_65_67_69_71_72_73_74_75_76_78_79_80_82_83_84_86_87_88_89_90_91_92_94_95_96_97_98_99_100",516.928620212109,669.689473541264,0.821637473726354,0.704340311119647,0.172345459305327,0.231800773839749,2,10
"sim_1000_100_0.5_2_7_data.csv",1000,100,"FasterRisk-CV",171.393579959869,80,80,"1_2_3_4_5_6_7_9_10_11_12_13_14_15_16_17_19_20_21_22_24_25_26_27_28_29_32_33_34_36_37_38_40_41_42_43_44_45_46_47_48_50_51_52_53_54_55_56_57_59_60_61_62_65_67_68_69_70_71_72_74_75_76_78_79_80_81_83_84_87_88_89_91_92_93_95_96_98_99_100",522.213903380046,611.306852998492,0.818645169313719,0.740587849405591,0.173566563391006,0.211606040333909,1,10
"sim_1000_100_0.5_2_8_data.csv",1000,100,"FasterRisk-CV",184.708647966385,100,83,"1_2_3_4_5_6_7_8_9_10_11_12_13_14_15_16_18_20_21_22_23_24_25_26_27_28_29_30_31_32_33_34_36_37_38_39_40_41_42_43_44_45_46_47_49_50_51_53_54_55_56_57_58_59_60_61_62_63_64_65_66_67_68_69_71_72_73_74_78_79_81_82_83_85_87_90_92_93_94_95_96_97_99",505.652326711106,649.311898600429,0.830685096153846,0.720667776159767,0.167962093494217,0.222995427848088,2,10
"sim_1000_100_0.5_2_9_data.csv",1000,100,"FasterRisk-CV",133.697131872177,65,65,"1_2_3_4_6_7_8_9_10_11_13_15_16_17_18_19_20_21_22_23_25_26_28_29_30_31_32_33_34_35_40_42_43_44_45_46_48_49_50_51_52_55_57_60_61_62_63_65_70_72_73_76_77_78_82_84_87_88_89_90_94_95_96_97_98",503.975594926303,628.494313297001,0.828149934679932,0.734081295346948,0.168478104582289,0.216419848238696,2,10
"sim_1000_100_0.5_3_1_data.csv",1000,100,"FasterRisk-CV",45.1280679702759,35,35,"1_2_5_6_7_8_12_14_18_20_22_25_26_29_30_31_32_34_35_36_37_38_39_40_42_43_44_46_58_60_73_84_95_98_100",524.424465196804,607.649825154991,0.81687126748507,0.74736583141321,0.174543939720748,0.208452844152996,0,9
"sim_1000_100_0.5_3_10_data.csv",1000,100,"FasterRisk-CV",47.7685971260071,35,35,"1_2_4_5_7_9_10_13_15_19_21_23_26_27_29_30_32_33_34_35_36_37_38_40_41_45_47_48_50_65_72_76_88_93_94",472.137035438363,577.082455700107,0.854577673242772,0.783713607867142,0.15531929526111,0.192938709190558,0,10
"sim_1000_100_0.5_3_2_data.csv",1000,100,"FasterRisk-CV",74.781998872757,45,45,"5_6_7_8_9_11_12_13_15_16_17_18_19_24_28_29_30_31_33_34_35_38_39_40_41_43_44_45_46_47_48_49_50_53_54_56_63_69_76_80_82_83_88_90_94",517.290540166887,651.131427937488,0.822257644110276,0.716971544715447,0.171578292334617,0.223963997582749,0,10
"sim_1000_100_0.5_3_3_data.csv",1000,100,"FasterRisk-CV",187.287342071533,100,81,"1_2_3_4_5_6_8_9_10_11_12_14_15_16_17_18_19_20_21_22_23_24_25_26_28_30_31_32_33_34_35_36_37_38_39_40_41_43_44_45_46_47_48_49_50_51_53_54_56_58_59_60_61_63_64_65_66_67_68_70_71_72_74_75_78_79_80_81_82_83_85_87_88_89_90_91_92_93_94_95_98",526.039019929819,669.858187423213,0.815813899524307,0.708511557744709,0.175036405982883,0.228388438874576,1.5,10
"sim_1000_100_0.5_3_4_data.csv",1000,100,"FasterRisk-CV",24.4103319644928,25,25,"1_2_7_8_10_13_14_15_16_20_21_23_26_27_28_34_36_37_39_40_41_44_46_51_99",529.124049711949,572.214749746471,0.816752272145417,0.774858216248258,0.174861113956145,0.194526294319544,0,10
"sim_1000_100_0.5_3_5_data.csv",1000,100,"FasterRisk-CV",186.097019910812,100,77,"1_2_3_5_6_7_9_10_11_12_14_15_16_17_18_20_21_22_24_25_26_27_28_29_30_31_32_33_34_35_36_37_38_40_41_42_43_44_45_46_47_48_49_50_51_54_56_59_60_61_63_64_65_67_68_69_70_71_73_75_77_78_79_80_84_85_86_88_90_91_92_94_95_96_97_99_100",471.632707390129,638.751060537262,0.855299421197685,0.741487159155984,0.154828515767607,0.217294309346384,1,10
"sim_1000_100_0.5_3_6_data.csv",1000,100,"FasterRisk-CV",15.4800062179565,20,20,"1_6_7_12_16_17_21_25_26_28_32_34_38_39_41_47_48_50_62_90",542.234138180262,573.996861036024,0.800965261776754,0.767758753836243,0.182211304325146,0.19643086622256,0,9
"sim_1000_100_0.5_3_7_data.csv",1000,100,"FasterRisk-CV",14.8837630748749,20,20,"3_4_5_9_19_21_22_25_27_29_35_39_40_41_45_46_50_71_91_100",527.54276846876,583.060830374741,0.813986965896908,0.766132613261326,0.175042404544447,0.198830430116202,0,8
"sim_1000_100_0.5_3_8_data.csv",1000,100,"FasterRisk-CV",194.928451776505,95,89,"1_2_3_4_5_6_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_26_27_28_29_30_31_32_33_34_37_38_39_40_41_42_43_44_45_46_47_48_49_51_52_53_54_56_57_58_59_60_61_62_63_64_65_67_68_69_71_72_73_74_75_76_80_81_82_83_84_85_86_87_88_89_90_91_92_93_94_95_96_97_98_99_100",490.59343620412,671.30331363558,0.839382518973719,0.713449684188631,0.163685705531459,0.229812105132025,2,10
"sim_1000_100_0.5_3_9_data.csv",1000,100,"FasterRisk-CV",58.6667931079865,40,40,"1_2_3_5_10_11_15_16_17_18_20_21_22_23_24_25_26_27_28_30_32_34_35_36_38_40_43_45_46_47_48_49_50_54_57_60_63_83_93_94",504.3759948835,561.628216433695,0.830803323213293,0.78675140836054,0.167972626094954,0.190839776080346,0,10
"sim_500_50_0_1_1_data.csv",500,50,"FasterRisk-CV",31.2635388374329,40,40,"1_3_4_5_6_8_9_10_11_12_13_14_15_16_17_18_20_21_22_23_24_25_27_28_29_30_31_32_35_36_37_38_39_40_41_43_45_46_49_50",265.421462166925,325.732162715541,0.806032274590164,0.697920504974447,0.179323945721025,0.230543549254708,3,10
"sim_500_50_0_1_10_data.csv",500,50,"FasterRisk-CV",35.6513700485229,50,42,"1_2_4_5_6_7_8_9_10_11_12_13_14_15_17_18_19_20_22_23_24_25_26_27_28_29_30_32_34_35_37_38_40_41_42_43_45_46_47_48_49_50",268.999449229176,312.598773015378,0.80797745432419,0.736258012820513,0.17883140091568,0.214570395282047,4,10
"sim_500_50_0_1_2_data.csv",500,50,"FasterRisk-CV",36.3028149604797,50,48,"1_2_3_4_5_6_7_8_9_10_12_13_14_15_16_17_18_19_21_22_23_24_25_26_27_28_29_30_31_32_33_34_35_36_37_38_39_40_41_42_43_44_45_46_47_48_49_50",266.878288147044,331.629986631775,0.809492566929638,0.693979933110368,0.178372546757048,0.231170666069469,2,10
"sim_500_50_0_1_3_data.csv",500,50,"FasterRisk-CV",10.3153820037842,20,20,"1_2_4_6_12_18_22_24_25_26_32_33_36_37_39_40_41_43_47_48",267.977976839938,337.538829593629,0.803212074303406,0.674859055673009,0.18065151701467,0.236721194998888,0,10
"sim_500_50_0_1_4_data.csv",500,50,"FasterRisk-CV",14.9680960178375,25,25,"1_3_4_6_7_8_9_10_11_15_16_18_19_24_25_26_28_30_32_35_38_41_46_48_50",284.640565200793,310.195518956914,0.775920321532081,0.719831730769231,0.193221010618104,0.215047890529478,1.5,10
"sim_500_50_0_1_5_data.csv",500,50,"FasterRisk-CV",20.1484041213989,30,30,"1_2_4_5_6_9_11_14_18_19_20_23_26_28_29_30_31_32_33_34_35_36_37_38_39_40_45_48_49_50",260.40739547947,319.238782804131,0.821780275736177,0.718469551282051,0.173403414710168,0.22138431917417,3,10
"sim_500_50_0_1_6_data.csv",500,50,"FasterRisk-CV",36.2299900054932,50,45,"1_2_3_4_5_7_8_9_10_11_12_13_14_15_16_17_19_20_21_22_23_24_25_26_27_28_29_30_32_33_34_35_36_37_38_39_40_41_42_45_46_47_48_49_50",265.133289739714,326.066049819672,0.803780284043442,0.708352043107319,0.179235612431692,0.225648656230649,3,10
"sim_500_50_0_1_7_data.csv",500,50,"FasterRisk-CV",25.1675999164581,35,35,"1_2_3_6_7_9_12_14_16_17_19_23_24_25_26_27_28_30_31_33_34_35_36_38_39_40_41_42_43_44_46_47_48_49_50",273.939345346786,322.147370023767,0.79301489470981,0.706611305780892,0.185162131676583,0.224195336069247,3,10
"sim_500_50_0_1_8_data.csv",500,50,"FasterRisk-CV",35.0704500675201,50,43,"1_2_3_5_6_7_8_9_10_11_12_13_14_15_16_17_18_19_20_21_22_23_24_26_27_28_29_30_31_33_34_35_36_39_40_42_43_45_46_47_48_49_50",260.173343511766,316.298211116232,0.819348438300051,0.724662840976676,0.174205287206585,0.21824070254903,3,10
"sim_500_50_0_1_9_data.csv",500,50,"FasterRisk-CV",35.8040158748627,50,46,"1_2_3_5_6_7_8_9_10_12_13_14_15_17_18_19_20_22_23_24_25_26_27_28_29_30_31_32_33_34_35_36_37_38_39_40_41_42_43_44_45_46_47_48_49_50",251.505489370892,303.342549092791,0.832334705778689,0.757432096388635,0.16675337756939,0.204363307405322,2,10
"sim_500_50_0_2_1_data.csv",500,50,"FasterRisk-CV",32.5101220607758,40,40,"1_2_3_4_5_6_8_9_11_12_13_14_15_16_17_19_21_22_23_24_26_27_28_29_30_32_33_34_35_37_38_39_41_43_44_45_46_47_48_49",247.765835308973,291.346249267383,0.835684707241911,0.787441391560385,0.164755923597909,0.193224058485854,4,10
"sim_500_50_0_2_10_data.csv",500,50,"FasterRisk-CV",30.9777390956879,40,40,"1_2_4_5_6_7_8_9_10_12_13_14_15_18_19_20_21_22_23_24_25_26_27_28_29_30_31_32_33_34_37_38_39_42_43_44_45_46_48_49",263.044025021369,315.359260913123,0.812444928627501,0.734103537173144,0.176825794914774,0.214502690628969,3,10
"sim_500_50_0_2_2_data.csv",500,50,"FasterRisk-CV",35.4153029918671,45,45,"1_2_3_4_5_6_7_8_9_10_11_12_13_14_16_17_18_19_20_22_24_26_27_29_30_31_32_33_34_35_36_37_38_39_40_41_42_43_44_45_46_47_48_49_50",267.667168344007,295.184733004992,0.801450164718041,0.757965146981165,0.18021639894346,0.203184584933684,4,10
